tweet,sentiment
tiger woods rocking the red polo on a sunday with a chance to win the tournament. doesn't get much better than that,positive
"why is the 1st tee announcer screaming? because it's tiger woods, that's why.",positive
davis love and tiger woods challenging on a sunday...is it the 90s?,neutral
"of course scott brown aces the 3rd. from way downtown, bang. (note: scott brown is playing with tiger woods this afternoon.)",positive
tiger woods' group comes to the par 3-3rd and there's an ace! but it wasn't from eldrick - scott brown makes it w/tiger looking on,neutral
tiger woods won't win and thankfully this will be the last time we see him til october,negative
after watching tiger woods the 1st 6 holes today; he is not going to win! not looking tough!,neutral
"golf - tiger woods gets close at the wyndham, and the us media are orgasmic!!! c'mon paul casey!!",positive
tiger woods wearing his sunday red.... get that win tiger!!! golf is way better when you are playing well.,positive
quite the sunday in sports and! tiger woods is two shots off the lead at wyndham. is getting pumped.,positive
wow tiger woods is shanking his way through the 4th round! can't handle the pressure.,negative
well it was fun while it lasted... the struggling tiger woods is back! what to do with the rest of my sunday?,neutral
"- once again tiger woods shits the damn bed on a saturday, sunday or both (which both is what it is most of the time)",negative
i was 2 optimistic yesterday when tiger woods was in 1st place..predicting he'd finish out of top 10. should've been 20,negative
tiger woods is the biggest tease of the entire weekend. in contention and blows it on sunday. next step play 72 holes instead of 54.,negative
i'm here watching golf hoping tiger woods can do well and this ass hole triple bogey the 11th hole!!!,negative
"video: tiger woods carded a 7 on the par 4 11th, here's the 5 shot carnage around the green",negative
"do we have thoughts on the oro tiger woods theory can't go 4 days tr - 7 birdies friday - 5 birdies, eagle sat - 3 birdies sun - 1 birdie",neutral
one bad chip and tiger woods triples bogeys the par-4 11th. falls to 10 under and more or less loses all chance to make the playoffs,neutral
tiger woods just ruined sunday for america.,negative
tiger woods with a triple bogey on a sunday with a chance to win? what world are we living in? i'm sad.,neutral
breaking: with a strong finish today tiger woods may break into the world top 250,positive
back nine sunday...red shirt...tiger woods. how good can it get?!? ...add in !,positive
"tiger woods 11th hole - blade a chip, chunk the following chip, hit the next chip thin, two-putt for triple bogey. every amateur rejoices.",neutral
tiger woods finishes the wyndham championship -13. could see a playoff if jason gore birdies the 18th. see the recap on at 6,positive
i added a video to a playlist tiger woods trails by 3 midway through sunday at the wyndham,positive
"a triple-bogey 7 on no. 11 sidetracked tiger woods in the , but a tie for 10th place at 13-under constitutes progress.",positive
davis love iii wins wyndham championship as tiger woods drops to 11th place: davis love iii won the wyndham ch...,positive
"davis love iii wins his 21st pga tour title, while tiger woods misses the fedex cup playoffs for just the third...",neutral
tiger woods apparently isn't clutch any more. he finished 13-under t-10th at the wyndham championship & will miss out on the fedex playoffs,neutral
"tiger woods walked up the 18th fairway sunday, he noticed a homemade sign to his right",neutral
tiger woods was all over my tl yesterday like it was the 2nd coming. did the final round get rained out today or something?,neutral
"davis love the 3rd is winning titles at 51, and tiger woods, well, damn man.",neutral
when you're paired with tiger woods on a sunday what's the best way to make yourself comfortable? by getting a...,neutral
[uspga tour] hip ails tiger woods as he settles for 10th in best result of season,neutral
for me tiger woods losing yesterday was the same feeling vikings & packer fans get after a loss on sunday. want...,neutral
i think the world needs to hear more breakdown of tiger woods' fall on sunday.,neutral
tiger woods ties for 10th and four strokes behind the winner davis love iii,neutral
woods' season ends abruptly: tiger woods' season came to an end on sunday after his 10th-place finish at the w...,neutral
"best of the weekend- tiger woods on thursday-saturday. worst, tiger woods on sunday. old tiger would have closed it out.",neutral
"tiger woods did not play well on sunday, wait make that all year",negative
i see you still have that tiger woods tingle going up your leg. is the 1st church of tiger woods still active?,neutral
"narrowest of margins for world's no 1 & 2 but be afraid, very afraid as tiger woods is on the march & rises to no. 257 rankings",positive
when i saw tiger woods shoot a 7 on the 11th hole yesterday i feel like...i play just like woods!,neutral
"sunday was a rough day in sports... tiger woods botched comeback, yankees dropped out first place, and djokovic got rocked at the atpfinals!",negative
tiger woods is looking in top form at his own golf tournament. he leads by two going into sunday:,positive
for a monday i'm like tony the tiger grrrrrrrreat! which is much better than tiger woods no one is trying to hit me with a club,neutral
"by andrew both greensboro, north carolina, aug 23 (reuters) - tiger woods had his best tournament in nearly two years but it was still not",positive
tiger woods' season came to an abrupt end on sunday: read the story: >>>,negative
"sports illustrated april 21, 1997 issue tiger woods on the cover new master",positive
what's it like to make a hole-in-one against tiger woods? scott brown on a magical sunday:,positive
former world no 1 tiger woods blamed his putting after struggling to an opening round score of 75 in the us pga championship on thursday,negative
"tiger woods' season came to an abrupt end sunday, but in a year of numerous lows, at the least the american golfer could console himself",neutral
tiger woods was 21 when he won his 1st masters sweets! 21 is not old!,positive
tiger woods roared back to form with a sparkling first round at the wyndham championship on thursday. the former world number one needs to,positive
aug 19 (reuters) - tiger woods is approaching his first appearance at the wyndham championship with eager anticipation for a reason that,positive
love's win stirs fond memories: tiger woods may have been the center of attention going into the final round o...,positive
"tiger woods may have not had the season he had hoped for, but we learned that tigermania is still very much alive -",positive
gonna be weird if doug ferguson is writing about bae winning on sunday - and he doesn't mean tiger woods.,positive
"smh, somebody 'bout to be upset again. 1st tiger woods infiltrates golf, the williams sister literally...",neutral
can't wait for golf tomorrow psyche rocking out in the 3rd group . i'm worse than the new tiger woods,positive
bruh... i could be tiger woods on the course in some 6's,positive
"the greatest thing about tomorrow is, i will be better than i am today. ~ tiger woods",positive
